102227,1238444
102227,2502496
102227,6713020
102227,83502007
102227,517110898
1108225,1222408
1108225,1240035
1108225,3205895
1108225,3226903
1210059,2257996
1210059,5504937
1210059,517110898
1222408,1240035
1222408,3205895
1222408,3226903
1238444,2502496
1238444,4807138
1238444,6713020
1238444,11809217
1238444,45500602
1238444,83502007
1239285,2257996
1239285,516544572
1240035,3205895
1240035,3226903
1507808,2257996
1507808,2529618
1507808,223402152
2257996,2529618
2257996,83502007
2257996,223402152
2257996,517687611
2502496,6713020
2502496,11809217
2502496,45500602
2502496,83502007
2529618,223402152
3205895,3226903
3205895,46213271
3417950,10203235
3417950,504897176
4807138,517110898
5504937,45500602
6421432,504897176
6713020,11809217
6713020,45500602
6713020,83502007
6713020,517110898
6913047,507432957
6913047,517687611
45500602,83502007
83502007,517110898
504897176,519363215
507432957,514581252
507432957,514967790
507432957,517687611
513049028,516544572
514581252,516544572
514581252,517687611
514967790,517687611
116356,527410412
116356,540627839
116356,544810722
116356,548560509
1108225,535570126
1108225,547845359
1210059,527410412
1210059,544810722
1210059,548560509
1222408,535570126
1222408,547845359
1238444,541420999
1239285,528138012
1239285,545515979
1240035,535570126
1240035,547845359
1243657,528138012
1507808,545515979
2257996,526928277
2257996,541420999
2257996,544810722
2257996,548560509
3205895,533230707
3205895,547845359
3226903,535570126
3226903,547845359
5504937,527410412
5504937,540627839
5504937,544810722
5504937,545515979
5504937,548560509
6713020,541420999
6913047,527410412
6913047,549468890
11809217,545515979
22701946,549222731
29104730,527410412
45500602,527410412
45500602,540627839
45500602,544810722
46213271,533230707
83502007,558922812
507432957,525878981
507432957,538842179
507432957,549468890
507432957,555358254
513049028,522406615
513049028,545515979
514581252,529431301
514581252,549468890
514581252,558922812
514967790,527410412
514967790,549468890
516544572,522406615
516544572,538312121
516544572,538842179
516544572,540532711
516544572,545515979
516544572,549222731
516544572,551469957
516544572,552301899
516568509,522406615
516568509,550368607
517687611,525878981
517687611,527410412
517687611,549468890
520316358,524562054
520316358,530166818
520316358,549314182
520316358,562524783
1108225,584673828
1108225,598706714
1108225,604010608
1222408,584673828
1222408,598706714
1222408,604010608
1239285,565194242
1239285,607886589
1239285,619137954
1240035,584673828
1240035,598706714
1240035,604010608
1243657,619137954
1507808,574771349
1802913,605297213
2257996,574771349
2257996,588411416
2257996,591189524
2257996,591866969
2529618,591189524
2529618,591866969
3205895,604010608
3205895,622414785
3226903,584673828
3226903,598706714
3226903,604010608
3417950,604713632
3417950,627169808
5504937,606850162
22701946,617546637
46213271,622414785
223402152,574771349
223402152,591189524
223402152,591866969
503150102,604713632
503150102,627169808
507432957,588411416
509163151,600572493
509163151,600756254
513049028,565194242
513049028,571060740
513049028,590037593
513049028,591888834
513049028,612641502
513049028,619137954
513049028,620267505
514581252,588411416
514967790,588411416
516544572,565194242
516544572,578079548
516544572,590037593
516544572,591888834
516544572,598610986
516544572,605297213
516544572,610233993
516544572,612641502
516544572,617546637
516544572,619137954
516544572,619381567
516544572,620267505
516568509,585499288
516568509,619381567
517110898,608612827
517473391,610233993
517687611,588411416
519363215,627169808
116356,630346551
1108225,631349646
1108225,632183915
1108225,640698200
1210059,674684754
1222408,627709533
1222408,631349646
1222408,632183915
1222408,640698200
1238444,644754551
1238444,662953328
1239285,632183915
1239285,634105051
1239285,653030261
1240035,631349646
1240035,632183915
1240035,640698200
1243657,632183915
1802913,662306301
2257996,629564354
2257996,630346551
2257996,634105051
2257996,637648609
2257996,662113661
2257996,673204423
2257996,674684754
2502496,644754551
2502496,662953328
3205895,631349646
3205895,632183915
3226903,631349646
3226903,632183915
3226903,640698200
3417950,657559740
3417950,657710916
4807138,662953328
5504937,629564354
5504937,630346551
5504937,633454537
5504937,662953328
5504937,674684754
6713020,644754551
6913047,628983718
10203235,631349646
22701946,632183915
22701946,678729169
81404335,629696467
83502007,644754551
83502007,662113661
503150102,657559740
507432957,634105051
507432957,637648609
507432957,673592791
513049028,653030261
514581252,634105051
514967790,630346551
514967790,633454537
514967790,634105051
514967790,637648609
514967790,665682243
514967790,673592791
516544572,629564354
516544572,633454537
516544572,653030261
516544572,659756509
516544572,662306301
516544572,678729169
516544572,684324684
516568509,632183915
516568509,656976797
516568509,667233627
517110898,644754551
517110898,662953328
517473391,659756509
517687611,633454537
517687611,634105051
517687611,637648609
517687611,665682243
517687611,673592791
517687611,674684754
519363215,657710916
519363215,682954752
519363215,686767741
520316358,634265447
520316358,684223545
102227,697811725
1238444,697811725
1238444,755163701
1238444,777533326
1239285,707532138
1239285,711362205
1239285,713776007
1243657,691950036
1243657,707532138
1243657,711362205
1802913,691950036
2257996,697811725
2257996,699880641
2257996,724495156
2502496,777533326
3205895,751672911
3417950,731457597
3417950,742217988
4807138,697811725
5504937,704520608
5504937,724495156
6713020,697811725
6713020,777533326
6913047,722749290
10203235,760485273
11809217,724495156
22701946,707532138
22701946,711362205
29104730,688063556
45500602,697811725
45500602,704520608
45500602,724495156
45500602,755163701
46213271,690401310
46213271,751672911
83502007,697811725
83502007,777533326
223402152,697811725
223402152,704520608
504897176,687642633
505055465,745122117
507432957,724495156
507432957,740239808
513049028,704520608
513049028,707532138
513049028,713776007
514967790,740239808
516544572,688063556
516544572,691950036
516544572,694071116
516544572,704520608
516544572,707532138
516544572,711362205
516544572,713776007
516544572,718537344
516544572,735813425
516544572,752379474
516568509,707889317
517110898,697811725
517110898,724495156
517473391,742694868
517687611,724495156
517687611,740239808
519363215,690401310
519363215,760485273
520316358,749429532
1108225,834270410
1210059,1032750041
1222408,834270410
1240035,834270410
1243657,1044030470
1507808,1032750041
1802913,1033503528
2257996,1034283821
3226903,834270410
3226903,1036035109
3417950,810975829
5504937,838675081
5504937,1032750041
6421432,787854188
503150102,795799185
503150102,1043786292
504897176,787854188
504897176,1013716572
507432957,838675081
513049028,826927339
516544572,805239109
516544572,826927339
516544572,1022613350
516544572,1038065737
516544572,1044030160
516568509,800338503
519363215,795799185
519363215,1041540107
520316358,1004585151
520316358,1013716572
520316358,1035045656
1108225,1046940231
1108225,1126551318
1222408,1046940231
1222408,1062793734
1222408,1067730006
1222408,1126551318
1238444,1057832864
1239285,1046220224
1239285,1067250100
1240035,1046940231
1240035,1126551318
1243657,1046940231
1243657,1067250100
2529618,1057832864
3205895,1046940231
3205895,1067730006
3205895,1126551318
3226903,1046940231
3226903,1067730006
3226903,1126551318
3417950,1057509225
3417950,1063980065
3417950,1069375270
3417950,1120392892
10203235,1064844227
11809217,1057832864
22701946,1046220224
29104730,1055670142
45500602,1057832864
46213271,1067730006
81404335,1048651494
503150102,1057509225
503150102,1069375270
503150102,1070978019
503150102,1097583807
503150102,1120392892
513049028,1046220224
514581252,1055670142
516544572,1046220224
516544572,1047731557
516544572,1080828046
516544572,1085256321
516544572,1086986855
516568509,1047731557
516568509,1055670142
516568509,1080828046
516568509,1086986855
519363215,1064844227
519363215,1069375270
519363215,1118551313
102227,1160156045
116356,1199072617
1108225,1167008855
1210059,1199072617
1222408,1167008855
1238444,1160156045
1239285,1177027602
1240035,1167008855
1243657,1177027602
2257996,1199072617
2257996,1217097047
3205895,1167008855
3226903,1167008855
5504937,1141909239
5504937,1199072617
6713020,1160156045
6913047,1175026548
10800213,1140074384
10800213,1193106858
11809217,1160156045
22701946,1177027602
45500602,1160156045
83502007,1160156045
223402152,1199072617
507432957,1175026548
507432957,1217097047
513049028,1177027602
513049028,1224735845
514967790,1175026548
514967790,1192465348
514967790,1199072617
514967790,1217097047
516544572,1160156045
516544572,1170564048
516544572,1204165382
516544572,1214724553
516544572,1224735845
516568509,1160612732
516568509,1190676429
516568509,1217097047
516568509,1224735845
517110898,1160156045
517687611,1175026548
517687611,1192465348
517687611,1217097047
520316358,1149285451
520316358,1180875189
520316358,1188058388
520316358,1199409873
520316358,1202727073
520316358,1215397467
520316358,1219873838
102227,1298300407
1108225,1255962252
1222408,1274185386
1238444,1298300407
1239285,1295520723
2502496,1298300407
3417950,1286687308
3417950,1309390090
3417950,1310630086
4807138,1298300407
6421432,1306994460
6713020,1298300407
6913047,1251448215
10203235,1258576183
10203235,1286687308
10203235,1314884144
11809217,1298300407
29104730,1251448215
45500602,1298300407
46213271,1286803941
81404335,1237386162
83502007,1298300407
503150102,1303574135
503150102,1313108968
504897176,1306994460
505055465,1247250874
507432957,1314024591
509163151,1322144564
513049028,1295520723
514967790,1314024591
516544572,1274185386
516544572,1295520723
516568509,1247250874
516568509,1255962252
517687611,1251448215
517687611,1266446731
517687611,1314024591
519363215,1258576183
519363215,1306994460
520316358,1258930958
520316358,1264366722
520316358,1270189339
520316358,1313388274
116356,1358340023
1210059,1338756776
1210059,1358340023
1222408,1380446553
1239285,1358340023
1239285,1389248144
1240035,1380446553
2257996,1338756776
2257996,1358340023
2257996,1386611790
3226903,1346757724
3226903,1380446553
3417950,1349924241
3417950,1380446553
3417950,1393712973
5504937,1358340023
6421432,1369587564
6421432,1388885149
6913047,1358340023
29104730,1358340023
46213271,1346757724
504897176,1345879207
504897176,1369587564
504897176,1388885149
505055465,1323181928
507432957,1358340023
507432957,1378942911
513049028,1374171720
513049028,1389248144
514581252,1338756776
514581252,1358340023
514581252,1378942911
514967790,1338756776
514967790,1358340023
514967790,1378942911
516544572,1340332255
516544572,1374171720
516544572,1389248144
516568509,1334411950
516568509,1340332255
517110898,1358340023
517473391,1343182095
517687611,1338756776
517687611,1358340023
517687611,1378942911
517687611,1386611790
519363215,1393712973
520316358,1345879207
520316358,1367753374
520316358,1372183397
520316358,1381528727
520316358,1382904396
520316358,1389226484
520316358,1398456098
116356,1405270796
116356,1415852074
116356,1482123238
1108225,1409834204
1108225,1427690192
1108225,1431175225
1210059,1482123238
1222408,1409834204
1222408,1427690192
1222408,1430979315
1222408,1431175225
1239285,1407093484
1240035,1409834204
1240035,1427690192
1243657,1407093484
2257996,1405270796
2257996,1482123238
3205895,1431175225
3226903,1409834204
3226903,1431175225
3417950,1408661253
3417950,1436987503
5504937,1456149364
6421432,1453503976
6913047,1456149364
10203235,1436987503
22701946,1407093484
45500602,1448617691
503150102,1402520306
504897176,1453503976
507432957,1456149364
507432957,1482123238
514967790,1456149364
514967790,1482123238
516544572,1419882124
516568509,1419882124
517687611,1405270796
517687611,1456149364
517687611,1482123238
519363215,1408661253
519363215,1436987503
520316358,1406411144
520316358,1424349846
520316358,1441862777
520316358,1453113992
520316358,1478905162
116356,1542226792
116356,1554531255
1507808,1505174085
2257996,1505174085
2257996,1542226792
3417950,1532403742
6421432,1513532792
10800213,1561642532
45500602,1554531255
46213271,1520724033
504897176,1513532792
504897176,1532403742
514967790,1505174085
514967790,1542226792
516544572,1508072003
516544572,1543004614
517473391,1542661249
520316358,1484993606
520316358,1577373479
116356,1617409183
1507808,1617409183
1802913,1699845596
2257996,1617409183
2257996,1735311076
3417950,1636375700
3417950,1713113952
5504937,1735311076
6913047,1725211815
507432957,1725211815
514967790,1617409183
514967790,1725211815
514967790,1735311076
516544572,1654747201
516544572,1699845596
516544572,1721541838
516568509,1632124584
516568509,1637751871
516568509,1661504466
517110898,1617409183
517687611,1617409183
517687611,1725211815
520316358,1609992054
520316358,1645012926
520316358,1661504466
102227,1755030554
1222408,1818928973
1238444,1755030554
1238444,1851700985
1240035,1818928973
1507808,1755030554
2257996,1755030554
2502496,1851700985
3226903,1818928973
3417950,1844702580
6713020,1755030554
6713020,1851700985
10203235,1813059477
10800213,1818699033
30602755,1818699033
81404335,1818699033
83502007,1755030554
83502007,1851700985
223402152,1755030554
503150102,1844702580
504897176,1752742710
507432957,1833757514
516544572,1780854552
516544572,1791171833
516544572,1804670425
516568509,1756672778
516568509,1791171833
516568509,1804670425
516568509,1838589664
516568509,100000006057547
517110898,1755030554
517110898,1851700985
519363215,1813059477
520316358,1766741591
520316358,1813123198
520316358,1819523851
2257996,100000033064786
3417950,100000053063723
10800213,100000134303195
10800213,100000157218498
29104730,100000043543883
504897176,100000156652208
504897176,100000189605517
504897176,100000190158435
507432957,100000064648700
513049028,100000025187804
